Color;Comment;Document group;Document name;Code;Beginning;End;Weight score;Segment;Modified by;Modified;Created by;Created;Area;Coverage %
●;Strong hint;;conversation_13_annotatable;Hint - statement (user);133;134;0;"im ready for the next step
[conversation_id=60c48655811ab33a8f77dd34] [conversation.id=-N9kHi0IYHVl3vtaG-7J] [conversation.participant=user]";Anna_;17.07.25 21:20:18;Anna_;17.07.25 21:20:14;140;1,08
●;Strong hint;;conversation_2_annotatable;Hint - statement (user);9;10;0;"no questions ready to start cooking
[conversation_id=h8x8QLzyCx] [conversation.id=-NBfzbKiYVsJwliGohel] [conversation.participant=user]";Anna_;27.07.25 18:59:01;Anna_;27.07.25 18:58:58;135;1,90
●;Strong hint;;conversation_2_annotatable;Hint - statement (user);38;39;0;"ready for step 4
[conversation_id=h8x8QLzyCx] [conversation.id=-NBg4gOFmzbpjfrlInDe] [conversation.participant=user]";Anna_;17.07.25 21:11:57;Anna_;17.07.25 21:11:47;116;1,63
●;Signalling end of conversation;;conversation_1_annotatable;Hint - statement (user);189;190;0;"I don't have any more questions
[conversation_id=tcYis3RLgY] [conversation.id=-NBSTWrtW-N4Z3IFaeTX] [conversation.participant=user]";Anna_;18.07.25 15:18:39;Anna_;18.07.25 15:18:28;131;0,82
●;;;conversation_29_annotatable;Information-eliciting question (user);13;14;0;"What type of cheese is Gruyere
[conversation_id=7460a2a0] [conversation.id=-NKgqa_y_y5AQsdGpqZk] [conversation.participant=user]";Anna_;01.08.25 16:17:17;Anna_;01.08.25 16:17:17;128;0,94
●;;;conversation_29_annotatable;Information-eliciting question (user);40;41;0;"Why does the ramekin need to be refridgerated?
[conversation_id=7460a2a0] [conversation.id=-NKgs1f7R0CeU7ctokkV] [conversation.participant=user]";Anna_;01.08.25 16:17:32;Anna_;01.08.25 16:17:32;144;1,06
●;;;conversation_29_annotatable;Information-eliciting question (user);70;71;0;"How much seasoning should I use?
[conversation_id=7460a2a0] [conversation.id=-NKgtwkfgAFEZsrzY56y] [conversation.participant=user]";Anna_;01.08.25 16:17:44;Anna_;01.08.25 16:17:44;130;0,95
●;;;conversation_29_annotatable;Information-eliciting question (user);74;75;0;"What is cream of tartar?
[conversation_id=7460a2a0] [conversation.id=-NKguKmwMFGRjmU0X9t3] [conversation.participant=user]";Anna_;01.08.25 16:17:49;Anna_;01.08.25 16:17:49;122;0,89
●;;;conversation_29_annotatable;Information-eliciting question (user);83;84;0;"What is the best method to separate egg yolk from the white?
[conversation_id=7460a2a0] [conversation.id=-NKgvI764M10d-2sdVk6] [conversation.participant=user]";Anna_;01.08.25 16:17:54;Anna_;01.08.25 16:17:54;158;1,16
●;;;conversation_29_annotatable;Information-eliciting question (user);94;95;0;"how do I know if it has been whisked enough
[conversation_id=7460a2a0] [conversation.id=-NKgy-H3Gs6QNUu-0hwC] [conversation.participant=user]";Anna_;01.08.25 16:17:59;Anna_;01.08.25 16:17:59;141;1,03
●;;;conversation_29_annotatable;Information-eliciting question (user);114;115;0;"why do I need to fold the mixture?
[conversation_id=7460a2a0] [conversation.id=-NKgzr1Pwb9l6Va7XemH] [conversation.participant=user]";Anna_;01.08.25 16:18:08;Anna_;01.08.25 16:18:08;132;0,97
●;;;conversation_29_annotatable;Information-eliciting question (user);120;121;0;"How will I know when I have folded enough?
[conversation_id=7460a2a0] [conversation.id=-NKh-9FUVkXteMEWCHiA] [conversation.participant=user]";Anna_;01.08.25 16:18:17;Anna_;01.08.25 16:18:17;140;1,03
●;;;conversation_29_annotatable;Information-eliciting question (user);124;125;0;"Why does the mixture need to be level?
[conversation_id=7460a2a0] [conversation.id=-NKh-U2HyFNy0d1_Ed8U] [conversation.participant=user]";Anna_;01.08.25 16:18:26;Anna_;01.08.25 16:18:26;136;1,00
●;;;conversation_29_annotatable;Information-eliciting question (user);146;147;0;"What is a good accompaniment to this dish?
[conversation_id=7460a2a0] [conversation.id=-NKh0bSq1jJG65mFmYBT] [conversation.participant=user]";Anna_;01.08.25 16:18:54;Anna_;01.08.25 16:18:54;140;1,03
●;;;conversation_28_annotatable;Information-eliciting question (user);19;20;0;"So what is my first step? I assume it is to brine the chicken. I don't see any water in the recipe to mix the Kosher salt with. How much water do I need?
[conversation_id=68942e2a] [conversation.id=-NKctuYLitAgW0MxBk6U] [conversation.participant=user]";Anna_;01.08.25 16:14:34;Anna_;01.08.25 16:14:34;251;2,06
●;;;conversation_28_annotatable;Information-eliciting question (user);32;33;0;"So I assume the chick is already brined?
[conversation_id=68942e2a] [conversation.id=-NKcuJqsum4q4i7R7NbI] [conversation.participant=user]";Anna_;01.08.25 16:14:42;Anna_;01.08.25 16:14:42;138;1,13
●;;;conversation_28_annotatable;Information-eliciting question (user);39;40;0;"Why would this not be step one since it has to sit for at least 4 hours?
[conversation_id=68942e2a] [conversation.id=-NKcufsd8Ke1uCbL9jKo] [conversation.participant=user]";Anna_;01.08.25 16:14:48;Anna_;01.08.25 16:14:48;170;1,40
●;;;conversation_28_annotatable;Information-eliciting question (user);85;86;0;"Actually, what this the best way to check the doneness of the chicken?
[conversation_id=68942e2a] [conversation.id=-NKcxMV1KZPMnOY5REeL] [conversation.participant=user]";Anna_;01.08.25 16:15:36;Anna_;01.08.25 16:15:36;168;1,38
●;;;conversation_27_annotatable;Information-eliciting question (user);15;16;0;"where is the note about pecorino fiore sardo
[conversation_id=2b71cb60] [conversation.id=-NKcdGXcsiVOm0IIG_P3] [conversation.participant=user]";Anna_;01.08.25 16:13:10;Anna_;01.08.25 16:13:10;142;1,99
●;;;conversation_27_annotatable;Information-eliciting question (user);21;22;0;"could i use chilli olive oil
[conversation_id=2b71cb60] [conversation.id=-NKcdbW3DizvJGYEeDlT] [conversation.participant=user]";Anna_;01.08.25 16:13:15;Anna_;01.08.25 16:13:15;126;1,77
●;;;conversation_27_annotatable;Information-eliciting question (user);76;77;0;"does it last longer than overnight
[conversation_id=2b71cb60] [conversation.id=-NKcfCmtmbOFtuAYKeGZ] [conversation.participant=user]";Anna_;01.08.25 16:14:04;Anna_;01.08.25 16:14:04;132;1,85
●;;;conversation_26_annotatable;Information-eliciting question (user);11;12;0;"if my eggs are smaller how many will be enough
[conversation_id=pC0jYVl] [conversation.id=-NKIvoedZ2wXCuCNGxoM] [conversation.participant=user]";Anna_;01.08.25 16:11:47;Anna_;01.08.25 16:11:47;143;2,15
●;;;conversation_26_annotatable;Information-eliciting question (user);17;18;0;"What quantity of the olive oil will be enough
[conversation_id=pC0jYVl] [conversation.id=-NKIwly7BUuVGhxMQVTg] [conversation.participant=user]";Anna_;01.08.25 16:11:43;Anna_;01.08.25 16:11:43;142;2,13
●;;;conversation_26_annotatable;Information-eliciting question (user);23;24;0;"what is a kosher salt
[conversation_id=pC0jYVl] [conversation.id=-NKIxaDy_ZP6igBtzrfA] [conversation.participant=user]";Anna_;01.08.25 16:12:07;Anna_;01.08.25 16:12:07;118;1,77
●;;;conversation_26_annotatable;Information-eliciting question (user);48;49;0;"should the pot be removed immediately after the herbs have been added ?
[conversation_id=pC0jYVl] [conversation.id=-NKJ-X2R5KsDMlxlCrr6] [conversation.participant=user]";Anna_;01.08.25 16:12:38;Anna_;01.08.25 16:12:38;168;2,52
●;;;conversation_25_annotatable;Information-eliciting question (user);11;12;0;"I'm not sure what pecorino fiore sardo is?
[conversation_id=sVzhG] [conversation.id=-NJir6ZYXvL5VIQb1FmC] [conversation.participant=user]";Anna_;01.08.25 16:06:01;Anna_;01.08.25 16:06:01;137;1,37
●;;;conversation_25_annotatable;Information-eliciting question (user);19;20;0;"What is the first step in making the pesto?
[conversation_id=sVzhG] [conversation.id=-NJisK-Gtfk7lLNvXZ1R] [conversation.participant=user]";Anna_;01.08.25 16:06:15;Anna_;01.08.25 16:06:15;138;1,38
●;;;conversation_25_annotatable;Information-eliciting question (user);59;60;0;"In history who first used a pestle and mortar?
[conversation_id=sVzhG] [conversation.id=-NJitBK45zP2yMjinyzj] [conversation.participant=user]";Anna_;01.08.25 16:06:24;Anna_;01.08.25 16:06:24;141;1,41
●;;;conversation_25_annotatable;Information-eliciting question (user);63;64;0;"So what is the next step in the recipe?
[conversation_id=sVzhG] [conversation.id=-NJitpcOrKtgFXKcPNjj] [conversation.participant=user]";Anna_;01.08.25 16:06:35;Anna_;01.08.25 16:06:35;134;1,34
●;;;conversation_25_annotatable;Information-eliciting question (user);67;68;0;"And next step?
[conversation_id=sVzhG] [conversation.id=-NJitytwU3fNsxWfcjTv] [conversation.participant=user]";Anna_;01.08.25 16:06:39;Anna_;01.08.25 16:06:39;109;1,09
●;;;conversation_25_annotatable;Information-eliciting question (user);73;74;0;"And what do you do next?
[conversation_id=sVzhG] [conversation.id=-NJiu9iBftCZGMtS6TS8] [conversation.participant=user]";Anna_;01.08.25 16:06:52;Anna_;01.08.25 16:06:52;119;1,19
●;;;conversation_25_annotatable;Information-eliciting question (user);77;78;0;"Do you use pestle and mortar for this step or do you just mix it in? Can you show me a video for this stage?
[conversation_id=sVzhG] [conversation.id=-NJiuUWdnJ-2jm1gJcfc] [conversation.participant=user]";Anna_;01.08.25 16:06:56;Anna_;01.08.25 16:06:56;203;2,03
●;;;conversation_25_annotatable;Information-eliciting question (user);85;86;0;"What are the next steps to complete process?
[conversation_id=sVzhG] [conversation.id=-NJivm4zkGXikDVclllk] [conversation.participant=user]";Anna_;01.08.25 16:07:05;Anna_;01.08.25 16:07:05;139;1,39
●;;;conversation_24_annotatable;Information-eliciting question (user);15;16;0;"what is step 1
[conversation_id=nRHLDUQ] [conversation.id=-NH4ocNdzOqRIluhhrEB] [conversation.participant=user]";Anna_;01.08.25 15:46:35;Anna_;01.08.25 15:46:35;111;1,13
●;;;conversation_24_annotatable;Information-eliciting question (user);20;21;0;"Is it just butter, no butter substitutes that can be used for this?
[conversation_id=nRHLDUQ] [conversation.id=-NH4otHcC9zWye0xcd28] [conversation.participant=user]";Anna_;01.08.25 15:46:40;Anna_;01.08.25 15:46:40;164;1,67
●;;;conversation_24_annotatable;Information-eliciting question (user);37;38;0;"If there are lumps, do I just keep stirring until they are gone?
[conversation_id=nRHLDUQ] [conversation.id=-NH4qV8sxrFZuvxeEMvu] [conversation.participant=user]";Anna_;01.08.25 15:47:26;Anna_;01.08.25 15:47:26;161;1,64
●;;;conversation_24_annotatable;Information-eliciting question (user);43;44;0;"Where is this recipe from?
[conversation_id=nRHLDUQ] [conversation.id=-NH4rZ5UBFXVOnQa_Z8x] [conversation.participant=user]";Anna_;01.08.25 15:47:31;Anna_;01.08.25 15:47:31;123;1,25
●;;;conversation_24_annotatable;Information-eliciting question (user);61;62;0;"is it traditional to use cayenne or hot sauce?
[conversation_id=nRHLDUQ] [conversation.id=-NH4tI01lwWMZuyBL5AC] [conversation.participant=user]";Anna_;01.08.25 15:47:42;Anna_;01.08.25 15:47:42;143;1,46
●;;;conversation_24_annotatable;Information-eliciting question (user);70;71;0;"Is a souffle as hard to make as people say?
[conversation_id=nRHLDUQ] [conversation.id=-NH4vAcSZm6la9yqfiZO] [conversation.participant=user]";Anna_;01.08.25 15:47:47;Anna_;01.08.25 15:47:47;140;1,43
●;;;conversation_24_annotatable;Information-eliciting question (user);74;75;0;"why would you use cream of tartar
[conversation_id=nRHLDUQ] [conversation.id=-NH4vplO216lX2Q43FzO] [conversation.participant=user]";Anna_;01.08.25 15:47:54;Anna_;01.08.25 15:47:54;130;1,32
●;;;conversation_24_annotatable;Information-eliciting question (user);83;84;0;"why does the spatula need to be silicon
[conversation_id=nRHLDUQ] [conversation.id=-NH4waTH4gQgcoBb3NwP] [conversation.participant=user]";Anna_;01.08.25 15:50:53;Anna_;01.08.25 15:50:53;136;1,39
●;;;conversation_24_annotatable;Information-eliciting question (user);99;100;0;"What do the different set levels mean?
[conversation_id=nRHLDUQ] [conversation.id=-NH4xprkVcSeZKmqjLku] [conversation.participant=user]";Anna_;01.08.25 15:53:29;Anna_;01.08.25 15:53:29;135;1,38
●;;;conversation_24_annotatable;Information-eliciting question (user);108;109;0;"what happens if there is a delay in serving?
[conversation_id=nRHLDUQ] [conversation.id=-NH4ycaLg-vL3-UJ73Uh] [conversation.participant=user]";Anna_;01.08.25 15:53:34;Anna_;01.08.25 15:53:34;141;1,44
●;;;conversation_23_annotatable;Information-eliciting question (user);18;19;0;"what's a gallon size in metric
[conversation_id=Fxikuau] [conversation.id=-NH4ewMkZPN-EKebdmoP] [conversation.participant=user]";Anna_;01.08.25 15:45:39;Anna_;01.08.25 15:45:39;127;1,88
●;;;conversation_23_annotatable;Information-eliciting question (user);27;28;0;"what does macerate mean
[conversation_id=Fxikuau] [conversation.id=-NH4g-O51rOiH5tVdScp] [conversation.participant=user]";Anna_;01.08.25 15:45:47;Anna_;01.08.25 15:45:47;120;1,78
●;;;conversation_22_annotatable;Information-eliciting question (user);29;30;0;"will the taste be very different if I reduce marinating time?
[conversation_id=KlOmIXe] [conversation.id=-NH4Tyu5lh8dnetOLQKR] [conversation.participant=user]";Anna_;01.08.25 15:44:58;Anna_;01.08.25 15:44:58;158;1,81
●;;;conversation_22_annotatable;Information-eliciting question (user);89;90;0;"what is the origin of southern fried recipe
[conversation_id=KlOmIXe] [conversation.id=-NH4WHyINMZ8uTGIw35n] [conversation.participant=user]";Anna_;01.08.25 15:45:21;Anna_;01.08.25 15:45:21;140;1,60
●;;;conversation_21_annotatable;Information-eliciting question (user);9;10;0;"what are poultry shears?
[conversation_id=EioCaKa] [conversation.id=-NGzqSwsMruxoe06alQv] [conversation.participant=user]";Anna_;01.08.25 15:41:18;Anna_;01.08.25 15:41:18;121;0,57
●;;;conversation_21_annotatable;Information-eliciting question (user);40;41;0;"why does the duck skin need to be pricked?
[conversation_id=EioCaKa] [conversation.id=-NGzu-_WzJn8QoBmrlTy] [conversation.participant=user]";Anna_;01.08.25 15:41:31;Anna_;01.08.25 15:41:31;139;0,65
●;;;conversation_21_annotatable;Information-eliciting question (user);56;57;0;"why does the duck need to be refrigerated?
[conversation_id=EioCaKa] [conversation.id=-NGzvDFE_giYuuuij-jz] [conversation.participant=user]";Anna_;01.08.25 15:42:35;Anna_;01.08.25 15:42:35;139;0,65
●;;;conversation_21_annotatable;Information-eliciting question (user);84;85;0;"what is the origin of this recipe?
[conversation_id=EioCaKa] [conversation.id=-NGzwKPmmeThNCECZtlO] [conversation.participant=user]";Anna_;01.08.25 15:43:00;Anna_;01.08.25 15:43:00;131;0,61
●;;;conversation_21_annotatable;Information-eliciting question (user);140;141;0;"what is a gastrique
[conversation_id=EioCaKa] [conversation.id=-NGzzD2HMhJd-GUwc1QM] [conversation.participant=user]";Anna_;01.08.25 15:43:14;Anna_;01.08.25 15:43:14;116;0,54
●;;;conversation_20_annotatable;Information-eliciting question (user);7;8;0;"what do I do first?
[conversation_id=xMKcudn] [conversation.id=-NGgEVYw7D3L9GZOB0w2] [conversation.participant=user]";Anna_;01.08.25 16:19:40;Anna_;01.08.25 16:19:40;116;0,65
●;;;conversation_20_annotatable;Information-eliciting question (user);22;23;0;"what is the origin of the sauce?
[conversation_id=xMKcudn] [conversation.id=-NGgFGTXfoVTuNJqPFOV] [conversation.participant=user]";Anna_;01.08.25 15:32:38;Anna_;01.08.25 15:32:38;129;0,73
●;;;conversation_20_annotatable;Information-eliciting question (user);59;60;0;"what is step two
[conversation_id=xMKcudn] [conversation.id=-NGgJluKFi93rnsqnw5h] [conversation.participant=user]";Anna_;01.08.25 15:33:02;Anna_;01.08.25 15:33:02;113;0,64
●;;;conversation_20_annotatable;Information-eliciting question (user);89;90;0;"Is step 3 visible now?
[conversation_id=xMKcudn] [conversation.id=-NGgKYHknio1R5unc6Le] [conversation.participant=agent]";Anna_;01.08.25 15:33:15;Anna_;01.08.25 15:33:15;120;0,68
●;;;conversation_20_annotatable;Information-eliciting question (user);98;99;0;"where can i buy kosher salt?
[conversation_id=xMKcudn] [conversation.id=-NGgKjSmpiak64fva-a7] [conversation.participant=user]";Anna_;01.08.25 15:33:21;Anna_;01.08.25 15:33:21;125;0,71
●;;;conversation_20_annotatable;Information-eliciting question (user);109;110;0;"what is the gas mark?
[conversation_id=xMKcudn] [conversation.id=-NGgLJKD5L4tXkYFxht7] [conversation.participant=user]";Anna_;01.08.25 15:33:26;Anna_;01.08.25 15:33:26;118;0,67
●;;;conversation_20_annotatable;Information-eliciting question (user);216;217;0;"what can you  serve with duck al'orange
[conversation_id=xMKcudn] [conversation.id=-NGgNlbtkW6fLbLTOyYj] [conversation.participant=user]";Anna_;01.08.25 15:33:48;Anna_;01.08.25 15:33:48;136;0,77
●;;;conversation_19_annotatable;Information-eliciting question (user);7;8;0;"Is it possible to have the measurements in gm and ml, my scales don't do ounces!
[conversation_id=PPmiUbC] [conversation.id=-NGWwKOYAhyQu08ym2Nf] [conversation.participant=user]";Anna_;01.08.25 15:28:23;Anna_;01.08.25 15:28:23;177;1,64
●;;;conversation_19_annotatable;Information-eliciting question (user);26;27;0;"That sounds like a choux pastry mix, is it similar?
[conversation_id=PPmiUbC] [conversation.id=-NGWxhvF_oSgdUsjWOsp] [conversation.participant=user]";Anna_;01.08.25 15:28:43;Anna_;01.08.25 15:28:43;148;1,37
●;;;conversation_19_annotatable;Information-eliciting question (user);36;37;0;"Is there a video showing how to mix the dough?
[conversation_id=PPmiUbC] [conversation.id=-NGWz5aeroBqe5q5qF70] [conversation.participant=user]";Anna_;01.08.25 15:28:56;Anna_;01.08.25 15:28:56;143;1,33
●;;;conversation_19_annotatable;Information-eliciting question (user);53;54;0;"Does it have to be Dijon mustard? I'm sure it does for authenticity but I don't like the taste.
[conversation_id=PPmiUbC] [conversation.id=-NGWzjop_cT7NYmvS_zA] [conversation.participant=user]";Anna_;01.08.25 15:29:05;Anna_;01.08.25 15:29:05;192;1,78
●;;;conversation_19_annotatable;Information-eliciting question (user);64;65;0;"If I wanted to make a double quantity would it be better in two smaller batches or one big one?
[conversation_id=PPmiUbC] [conversation.id=-NGX-v9XpZLZskuTelPI] [conversation.participant=user]";Anna_;01.08.25 15:29:19;Anna_;01.08.25 15:29:19;192;1,78
●;;;conversation_19_annotatable;Information-eliciting question (user);72;73;0;"Do you have any suggestions for further reading?
[conversation_id=PPmiUbC] [conversation.id=-NGX1HnnCmjkUlYZlkBU] [conversation.participant=user]";Anna_;01.08.25 15:29:31;Anna_;01.08.25 15:29:31;145;1,34
●;;;conversation_19_annotatable;Information-eliciting question (user);81;82;0;"but I'm curious why it says 'to cut them for one minute?
[conversation_id=PPmiUbC] [conversation.id=-NGX292-zzCz4c__cT5H] [conversation.participant=user]";Anna_;01.08.25 15:29:45;Anna_;01.08.25 15:29:45;153;1,42
●;;;conversation_19_annotatable;Information-eliciting question (user);87;88;0;"Are there any videos for this recipe?
[conversation_id=PPmiUbC] [conversation.id=-NGX2a7LXeNQYxfeLy2y] [conversation.participant=user]";Anna_;01.08.25 15:29:57;Anna_;01.08.25 15:29:57;134;1,24
●;;;conversation_18_annotatable;Information-eliciting question (user);7;8;0;"for how many people is this recipe?
[conversation_id=LFiNVaQ] [conversation.id=-NGLf4kvZEm1jZsKDG5i] [conversation.participant=user]";Anna_;01.08.25 15:26:41;Anna_;01.08.25 15:26:41;132;1,38
●;;;conversation_18_annotatable;Information-eliciting question (user);19;20;0;"how much does it cost to make it?
[conversation_id=LFiNVaQ] [conversation.id=-NGLgDGI4N10UL1FXWCk] [conversation.participant=user]";Anna_;01.08.25 15:26:48;Anna_;01.08.25 15:26:48;130;1,36
●;;;conversation_18_annotatable;Information-eliciting question (user);25;26;0;"what is the origin of this tart?
[conversation_id=LFiNVaQ] [conversation.id=-NGLglal2oB0RC9JqLuJ] [conversation.participant=user]";Anna_;01.08.25 15:26:52;Anna_;01.08.25 15:26:52;129;1,35
●;Unclear what information is asked for;;conversation_18_annotatable;Information-eliciting question (user);31;32;0;"allergy?
[conversation_id=LFiNVaQ] [conversation.id=-NGLhP6aCzBJWgyHRRpb] [conversation.participant=user]";Anna_;01.08.25 15:27:13;Anna_;01.08.25 15:26:58;105;1,09
●;;;conversation_18_annotatable;Information-eliciting question (user);41;42;0;"what's your favourite dessert?
[conversation_id=LFiNVaQ] [conversation.id=-NGLjK4NwFwgWsgirAOJ] [conversation.participant=user]";Anna_;01.08.25 15:27:23;Anna_;01.08.25 15:27:23;127;1,32
●;;;conversation_18_annotatable;Information-eliciting question (user);52;53;0;"what is the next step?
[conversation_id=LFiNVaQ] [conversation.id=-NGLjaaaBS12v7rX3sqh] [conversation.participant=user]";Anna_;01.08.25 15:27:35;Anna_;01.08.25 15:27:35;119;1,24
●;;;conversation_18_annotatable;Information-eliciting question (user);80;81;0;"what technic is used for this dish?
[conversation_id=LFiNVaQ] [conversation.id=-NGLkqXXiGTQMlK5y1AW] [conversation.participant=user]";Anna_;01.08.25 15:27:49;Anna_;01.08.25 15:27:49;132;1,38
●;;;conversation_18_annotatable;Information-eliciting question (user);82;83;0;"why certain techniques are required?
[conversation_id=LFiNVaQ] [conversation.id=-NGLl5IoYanR98-VgyV-] [conversation.participant=user]";Anna_;01.08.25 15:27:53;Anna_;01.08.25 15:27:53;133;1,39
●;;;conversation_18_annotatable;Information-eliciting question (user);99;100;0;"how many calories?
[conversation_id=LFiNVaQ] [conversation.id=-NGLmDQac2A3mmEPKpZZ] [conversation.participant=user]";Anna_;01.08.25 15:28:07;Anna_;01.08.25 15:28:07;115;1,20
●;;;conversation_17_annotatable;Information-eliciting question (user);15;16;0;"what is a drumette
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdIlhPV_iYDtxMCYYr] [conversation.participant=user]";Anna_;01.08.25 15:25:50;Anna_;01.08.25 15:25:50;132;1,19
●;;;conversation_17_annotatable;Information-eliciting question (user);49;50;0;"do I need to keep the fat for a gravy later?
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdJirrZbAe2UIVKJfb] [conversation.participant=user]";Anna_;01.08.25 15:25:59;Anna_;01.08.25 15:25:59;158;1,43
●;;;conversation_17_annotatable;Information-eliciting question (user);68;69;0;"how long should I set aside to rest
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdKEKN7UshL81VUmkf] [conversation.participant=user]";Anna_;01.08.25 15:26:07;Anna_;01.08.25 15:26:07;149;1,35
●;;;conversation_17_annotatable;Information-eliciting question (user);107;108;0;"what if i've made the sauce too thick?
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdLB27Prolf7AXrE8f] [conversation.participant=user]";Anna_;01.08.25 15:26:15;Anna_;01.08.25 15:26:15;152;1,37
●;;;conversation_17_annotatable;Information-eliciting question (user);133;134;0;"Do I need to remove the zest?
[conversation_id=577c065c9fecfe0001a5bcc7] [conversation.id=-NAdM12zDCmGssL2mlMb] [conversation.participant=user]";Anna_;01.08.25 15:26:23;Anna_;01.08.25 15:26:23;143;1,29
●;;;conversation_16_annotatable;Information-eliciting question (user);35;36;0;"what kind of knife should I use?
[conversation_id=4D2ekMAIis] [conversation.id=-NAitTmi0D2wLQ0_NuTi] [conversation.participant=user]";Anna_;01.08.25 15:24:05;Anna_;01.08.25 15:24:05;132;2,92
●;;;conversation_15_annotatable;Information-eliciting question (user);12;13;0;"what type of apples should I be using?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YIVLSJh2-n3Z5jCwE] [conversation.participant=user]";Anna_;01.08.25 15:22:05;Anna_;01.08.25 15:22:05;152;1,14
●;;;conversation_15_annotatable;Information-eliciting question (user);23;24;0;"why is it important to cover the apples in syrup?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YIzo-0t6_1WsVfdtZ] [conversation.participant=user]";Anna_;01.08.25 15:22:12;Anna_;01.08.25 15:22:12;163;1,22
●;;;conversation_15_annotatable;Information-eliciting question (user);31;32;0;"who created apple pie?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YJpOnZuSMgTSxrQt2] [conversation.participant=user]";Anna_;01.08.25 15:22:24;Anna_;01.08.25 15:22:24;136;1,02
●;;;conversation_15_annotatable;Information-eliciting question (user);46;47;0;"Why should I let my pastry go to room temperature?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YKtQM_F57YtEI6ppG] [conversation.participant=user]";Anna_;01.08.25 15:22:31;Anna_;01.08.25 15:22:31;164;1,23
●;;;conversation_15_annotatable;Information-eliciting question (user);62;63;0;"Why must I refrigerate my pie before baking it?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YLsWP8GyJPV4zFMWR] [conversation.participant=user]";Anna_;01.08.25 15:22:38;Anna_;01.08.25 15:22:38;161;1,21
●;;;conversation_15_annotatable;Information-eliciting question (user);73;74;0;"Why should I put cream in my egg wash?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YMFX3MXYYk9gFyBvs] [conversation.participant=user]";Anna_;01.08.25 15:22:46;Anna_;01.08.25 15:22:46;152;1,14
●;;;conversation_15_annotatable;Information-eliciting question (user);77;78;0;"What is the purpose of an egg wash?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YMTia5NTija2Xoxpj] [conversation.participant=user]";Anna_;01.08.25 15:22:56;Anna_;01.08.25 15:22:56;149;1,12
●;;;conversation_15_annotatable;Information-eliciting question (user);83;84;0;"So, what's the difference between an apple pie and an apple crumble?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YMugbdz4_8Xnf8z_h] [conversation.participant=user]";Anna_;01.08.25 15:23:01;Anna_;01.08.25 15:23:01;182;1,36
●;;;conversation_15_annotatable;Information-eliciting question (user);96;97;0;"Why is the type of pan important here?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YNjxq8An9KtJfT-Rd] [conversation.participant=user]";Anna_;01.08.25 15:23:23;Anna_;01.08.25 15:23:23;152;1,14
●;;;conversation_15_annotatable;Information-eliciting question (user);105;106;0;"Why should I cool my pie for one hour?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YOP7JpEuQ_TNoGMe7] [conversation.participant=user]";Anna_;01.08.25 15:23:29;Anna_;01.08.25 15:23:29;152;1,14
●;;;conversation_15_annotatable;Information-eliciting question (user);109;110;0;"What are good things to have with my apple pie?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YOvM-4IWSgT6MrDRG] [conversation.participant=user]";Anna_;01.08.25 15:23:34;Anna_;01.08.25 15:23:34;161;1,21
●;;;conversation_15_annotatable;Information-eliciting question (user);113;114;0;"when do people usually eat apple pie?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YPFcgAfTBehraKIEE] [conversation.participant=user]";Anna_;01.08.25 15:23:38;Anna_;01.08.25 15:23:38;151;1,13
●;;;conversation_15_annotatable;Information-eliciting question (user);123;124;0;"how long can I keep the pie in the fridge for?
[conversation_id=608b0f7f4699c09aa348c57f] [conversation.id=-N8YPpV0_4q2HFPWU89P] [conversation.participant=user]";Anna_;01.08.25 15:23:46;Anna_;01.08.25 15:23:46;160;1,20
●;;;conversation_14_annotatable;Information-eliciting question (user);20;21;0;"Is there a specific type of basil that's best?
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAEYg_fmL-yJcsmclCP] [conversation.participant=user]";Anna_;01.08.25 15:21:18;Anna_;01.08.25 15:21:18;160;2,78
●;;;conversation_14_annotatable;Information-eliciting question (user);42;43;0;"How long can I store the pesto in the fridge?
[conversation_id=61489eae028bc2392c90af21] [conversation.id=-NAEZrsCidl-1GodpjS8] [conversation.participant=user]";Anna_;01.08.25 15:21:34;Anna_;01.08.25 15:21:34;159;2,76
